row,Game Name,Category,NYC,BGG ID,BGG Rank,Avg Rating,Geek Rating,Weight,Year,Min Players,Max Players,Best Players,Recommended Players,Min Age (Manufacturer),Community Age,Min Playtime,Max Playtime,Designers,BGG Categories,Mechanics,Themes,Fans Also Like,Match Confidence,Match Method,Description
159,The Quest for El Dorado,Family,,217372,122,7.71717,7.53564,1.9411057692307692,2017,2,4,"2, 4",2-4,10,8+,30,60,Reiner Knizia,Adventure | Exploration | Racing,"Deck, Bag, and Pool Building | Delayed Purchase | Grid Movement | Hand Management | Hexagon Grid | Modular Board | Multi-Use Cards | Once-Per-Game Abilities | Open Drafting | Race | Resource to Move | Variable Set-up | Zone of Control",Continents: South America | Occupation: Adventurer / Explorer | Region: Amazon Rainforest | Theme: Tropical,"Quacks | Ethnos | Caesar!: Seize Rome in 20 Minutes! | For Sale | No Thanks! | Ra | Targi | Isle of Skye: From Chieftain to King | Crokinole | Biblios | Lost Cities | Cascadia | Broom Service | My City | Cubitos | Air, Land, & Sea | Libertalia: Winds of Galecrest | Mille Fiori | SCOUT | Bohnanza | Viticulture Essential Edition | Azul: Stained Glass of Sintra | Diamant | Jaipur | Chinatown | Smartphone Inc. | Caesar's Empire | Furnace",1.00,auto,"In The Quest for El Dorado, players take the roles of expedition leaders who have embarked on a search for the legendary land of gold in the dense jungles of South America. Each player assembles and equips their own team, hiring various helpers from the scout to the scientist to the aborigine. All of them have one goal in mind: Reaching the golden border first and winning all of the riches for themselves. Whoever chooses the best tactics will be rewarded! Each player starts with a face-down deck of 8 cards— his or her expedition —to draw from. You start each turn with 4 cards in your hand. Use"
160,"Unmatched: Battle of Legends, Volume One",Family,,274637,294,7.67737,7.21041,1.9408866995073892,2019,2,4,2,"2, 4",9,10+,20,40,Rob Daviau | Justin D. Jacobson,Card Game | Fantasy | Fighting | Mythology | Novel-based,Action Points | Card Play Conflict Resolution | Hand Management | Line of Sight | Player Elimination | Point to Point Movement | Team-Based Game | Variable Player Powers,Books: Alice in Wonderland | Category: Two-Player Fighting Games | Mythology: Arabian | Mythology: Greek | Theme: King Arthur / The Knights of the Round Table / Camelot,"Unmatched: Cobble & Fog | Unmatched: Robin Hood vs. Bigfoot | Unmatched: Battle of Legends, Volume Two | Unmatched: Little Red Riding Hood vs. Beowulf | Unmatched Game System | Unmatched Adventures: Tales to Amaze | Unmatched: Houdini vs. The Genie | Unmatched: Jurassic Park – InGen vs Raptors | Unmatched: Slings and Arrows | Galaxy Trucker (Second Edition) | Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex | Unmatched: Sun's Origin | The Lord of the Rings: Duel for Middle-earth | 7 Wonders (Second Edition) | Citadels | Beast | Radlands | King of Tokyo: Dark Edition | Cosmic Encounter: 42nd Anniversary Edition | Cyclades: Legendary Edition | Clank!: Catacombs | War Chest | Blood Rage | Love Letter | Project: ELITE | Clank!: A Deck-Building Adventure | Destinies | Unfathomable",1.00,human_confirmed,"In battle, there are no equals. Unmatched is a highly asymmetrical miniature fighting game for two or four players. Each hero is represented by a unique deck designed to evoke their style and legend. Tactical movement and no-luck combat resolution create a unique play experience that rewards expertise, but just when you've mastered one set, new heroes arrive to provide all new match-ups. Battle of Legends, Volume One features four heroes. King Arthur sacrifices cards to power up his attacks and gets some timely assistance from Merlin's magic. Alice is back from Wonderland with a giant vorpal b"
161,7 Wonders,Gateway Strategy,,68448,116,7.66295,7.54947,2.314342557424489,2010,2,7,4-5,3-7,10,10+,30,30,Antoine Bauza,Ancient | Card Game | City Building | Civilization | Economic,Closed Drafting | End Game Bonuses | Hand Management | Melding and Splaying | Multi-Use Cards | Neighbor Scope | Once-Per-Game Abilities | Score-and-Reset Game | Set Collection | Simultaneous Action Selection | Tags | Tech Trees / Tech Tracks | Variable Player Powers | Variable Set-up,Ancient: Babylon | Ancient: Egypt | Ancient: Greece | Category: DIZED Tutorial | Constructions: Lighthouses | Constructions: Pyramids | Constructions: The Hanging Gardens of Babylon,Small World | Dominion | Love Letter | Pandemic | Splendor | Hanabi | The Castles of Burgundy | Stone Age | Carcassonne | King of Tokyo | 7 Wonders Duel | Viticulture | The Crew: The Quest for Planet Nine | Roll for the Galaxy | Wingspan | Puerto Rico | Galaxy Trucker | Photosynthesis | Race for the Galaxy | Agricola | Terraforming Mars | Century: Spice Road | Codenames | Takenoko | Five Tribes: The Djinns of Naqala | Clank!: A Deck-Building Adventure | Santorini | Res Arcana,1.00,auto,"You are the leader of one of the 7 great cities of the Ancient World. Gather resources, develop commercial routes, and affirm your military supremacy. Build your city and erect an architectural wonder which will transcend future times. 7 Wonders lasts three ages. In each age, players receive seven cards from a particular deck, choose one of those cards, then pass the remainder to an adjacent player. Players reveal their cards simultaneously, paying resources if needed or collecting resources or interacting with other players in various ways. (Players have individual boards with special powers "
162,7 Wonders Architects,Gateway Strategy,,346703,811,7.03187,6.76198,1.371824480369515,2021,2,7,4,2-7,8,6+,25,25,Antoine Bauza,Ancient,Neighbor Scope | Open Drafting | Set Collection | Variable Player Powers,Constructions: Lighthouses | Constructions: Pyramids,Splendor Duel | Welcome To... | Azul: Summer Pavilion | It's a Wonderful World | Kingdomino | Bunny Kingdom | Harmonies | Potion Explosion | Azul | Get on Board: New York & London | Draftosaurus | Stella: Dixit Universe | Gizmos | Cartographers | Turing Machine | Point Salad | Akropolis | Patchwork | Dice Forge | Takenoko | Tiny Towns | 7 Wonders Duel | Splendor | Jaipur | Forest Shuffle | Knarr | Bärenpark | Sea Salt & Paper,1.00,auto,"In 7 Wonders: Architects, 2-7 players race to become a leader of the ancient world by completing an architectural wonder that will last through the ages. Players receive an unconstructed wonder at the beginning of the game and must collect resources to build their society, develop military might to navigate conflicts, oversee resource management, research science improvements, and collect civil victory points as they race to leave their mark on world history."
163,Azul,Gateway Strategy,,230802,96,7.71622,7.60664,1.77487091222031,2017,2,4,2,2-4,8,8+,30,45,Michael Kiesling,Abstract Strategy | Renaissance,Chaining | End Game Bonuses | Grid Coverage | Open Drafting | Pattern Building | Set Collection | Square Grid | Tile Placement | Turn Order: Claim Action,Country: Portugal | Theme: Art | Versions & Editions: Travel Versions of Non-Travel Games,Patchwork | Jaipur | Kingdomino | Splendor | 7 Wonders Duel | Santorini | Azul: Summer Pavilion | Splendor Duel | Wingspan | Point Salad | Welcome To... | 7 Wonders: Architects | Sea Salt & Paper | Potion Explosion | Heat: Pedal to the Metal | Carcassonne | Tiny Towns | Takenoko | Cartographers | My City | Sushi Go! | Hanabi | Space Base | King of Tokyo | Wandering Towers | Arboretum | It's a Wonderful World | Harmonies,1.00,auto,"Introduced by the Moors, azulejos (originally white and blue ceramic tiles) were fully embraced by the Portuguese when their king Manuel I, on a visit to the Alhambra palace in Southern Spain, was mesmerized by the stunning beauty of the Moorish decorative tiles. The king, awestruck by the interior beauty of the Alhambra, immediately ordered that his own palace in Portugal be decorated with similar wall tiles. As a tile-laying artist, you have been challenged to embellish the walls of the Royal Palace of Evora. In the game Azul, players take turns drafting colored tiles from suppliers to their"
164,Azul: Summer Pavilion,Gateway Strategy,,287954,240,7.56822,7.29819,2.073809523809524,2019,2,4,2-3,2-4,8,8+,30,45,Michael Kiesling,Abstract Strategy | Puzzle,End Game Bonuses | Open Drafting | Pattern Building | Set Collection | Tile Placement | Turn Order: Claim Action,Country: Portugal | Theme: Art | Versions & Editions: Travel Versions of Non-Travel Games,Splendor Duel | Welcome To... | Tiny Towns | Patchwork | Azul | Harmonies | 7 Wonders: Architects | New York Zoo | Forest Shuffle | Cartographers | Bunny Kingdom | Nova Luna | Bärenpark | It's a Wonderful World | Gizmos | Kingdomino | Get on Board: New York & London | Point Salad | The Isle of Cats | Railroad Ink: Deep Blue Edition | Verdant | Potion Explosion | Jaipur | Knarr | The Guild of Merchant Explorers | Castles of Mad King Ludwig | 7 Wonders Duel | Beer & Bread,1.00,auto,"At the turn of the 16th Century, King Manuel I commissioned Portugal's greatest artisans to construct grandiose buildings. After completing the Palaces of Evora and Sintra, the king sought to build a summer pavilion to honor the most famous members of the royal family. This construction was intended for the most talented artisans — whose skills meet the splendor that the royal family deserves. Sadly, King Manuel I died before construction ever began. In Azul: Summer Pavilion, players return to Portugal to accomplish the task that never began. As a master artisan, you must use the finest materi"
165,Between Two Cities,Gateway Strategy,,168435,897,6.96726,6.70699,1.8141361256544504,2015,1,7,5-6,3-7,14,8+,25,25,Matthew O'Malley | Ben Rosset,City Building | Negotiation,Closed Drafting | Highest-Lowest Scoring | Neighbor Scope | Set Collection | Simultaneous Action Selection | Solo / Solitaire Game | Tile Placement,Crowdfunding: Kickstarter | Organizations: Automa Factory | Theme: City,FUSE | Photosynthesis | Ex Libris | NMBR 9 | Between Two Castles of Mad King Ludwig | Euphoria: Build a Better Dystopia | Paperback | Lords of Waterdeep | Mystic Vale | Above and Below | Reef | Sagrada | Quadropolis | Near and Far | Quacks | New York Slice | Century: Spice Road | The Networks: Primetime | Charterstone | Foundations of Rome | Imhotep | Dinosaur Island | Sheriff of Nottingham | Last Will | Furnace | Pandemic | Raccoon Tycoon | Lanterns: The Harvest Festival,1.00,auto,"It is the early 1800s, a time of immense construction and urbanization. You are a world-renowned master city planner who has been asked to redesign two different cities. Projects of such significance require the expertise of more than one person, so for each assignment you are paired with a partner with whom to discuss and execute your grandiose plans. Will your planning and collaborative skills be enough to design the most impressive city in the world? Between Two Cities is a partnership-driven tile-drafting game in which each tile represents part of a city: factory, shop, park, landmarks, et"
166,Carcassonne,Gateway Strategy,,822,239,7.41632,7.29866,1.8852705991424268,2000,2,5,2,2-5,7,8+,30,45,Klaus-Jürgen Wrede,Medieval | Territory Building,Area Majority / Influence | Enclosure | Kill Steal | Map Addition | Pattern Building | Square Grid | Tile Placement,Category: DIZED Tutorial | Cities: Carcassonne (France) | Containers: Tin/Metal Box | Country: France | Occupation: Farmer | Region: Languedoc (France) | Religious: Monks/Abbots & Monasteries/Abbeys,Love Letter | Catan | Pandemic | Hanabi | Azul | 7 Wonders | Splendor | Ticket to Ride: Europe | Sushi Go! | Take 5 | Patchwork | Codenames | 7 Wonders Duel | King of Tokyo | Santorini | Bohnanza | Dominion | Jaipur | Wingspan | Ticket to Ride | Small World | Kingdomino | The Crew: The Quest for Planet Nine | Stone Age | Takenoko | Sushi Go Party! | Dixit | Diamant,1.00,auto,"Carcassonne is a tile placement game in which the players draw and place a tile with a piece of southern French landscape represented on it. The tile might feature a city, a road, a cloister, grassland or some combination thereof, and it must be placed adjacent to tiles that have already been played, in such a way that cities are connected to cities, roads to roads, et cetera. Having placed a tile, the player can then decide to place one of their meeples in one of the areas on it: in the city as a knight, on the road as a robber, in the cloister as a monk, or in the field as a farmer. When tha"
167,Cartographers,Gateway Strategy,,263918,180,7.55578,7.39126,1.8887587822014051,2019,1,100,3-4,1-8,10,8+,30,45,Jordy Adan,Fantasy | Territory Building,Bingo | Enclosure | End Game Bonuses | Grid Coverage | Paper-and-Pencil | Pattern Building | Simultaneous Action Selection | Solo / Solitaire Game | Square Grid | Take That | Variable Set-up,Category: DIZED Tutorial | Setting: World of Ulos,Forest Shuffle | Welcome To... | 7 Wonders Duel | Azul: Summer Pavilion | It's a Wonderful World | Splendor Duel | Azul | Patchwork | Harmonies | Tiny Towns | Planet Unknown | Welcome to the Moon | 7 Wonders: Architects | Nova Luna | The Guild of Merchant Explorers | Turing Machine | Kingdomino | Bunny Kingdom | Wingspan | Railroad Ink: Deep Blue Edition | My City | Knarr | The Isle of Cats | Point Salad | Sea Salt & Paper | Next Station: London | Get on Board: New York & London | The Vale of Eternity,1.00,auto,"Queen Gimnax has ordered the reclamation of the northern lands. As a cartographer in her service, you are sent to map this territory, claiming it for the Kingdom of Nalos. Through official edicts, the queen announces which lands she prizes most, and you will increase your reputation by meeting her demands. But you are not alone in this wilderness. The Dragul contest your claims with their outposts, so you must draw your lines carefully to reduce their influence. Reclaim the greatest share of the queen&rsquo;s desired lands and you will be declared the greatest cartographer in the kingdom. In C"
168,Cascadia,Gateway Strategy,,295947,60,7.89088,7.73667,1.8418367346938775,2021,1,4,2-3,1-4,10,8+,30,45,Randy Flynn,Animals | Environmental,End Game Bonuses | Hexagon Grid | Open Drafting | Pattern Building | Solo / Solitaire Game | Tile Placement | Variable Set-up,Animals: Bears | Animals: Eagles | Animals: Fish / Fishes | Animals: Foxes | Animals: Moose / Elk | Crowdfunding: Kickstarter | Series: Cascadia | States: Washington | Theme: Ecology | Theme: Nature,Quacks | Calico | Everdell | PARKS | Wingspan | Sagrada | Earth | Project L | Viticulture Essential Edition | Meadow | Libertalia: Winds of Galecrest | Terraforming Mars: Ares Expedition | Azul: Queen's Garden | Azul: Stained Glass of Sintra | Lost Ruins of Arnak | Trekking Through History | Cubitos | The Isle of Cats | Planet Unknown | Dinosaur Island: Rawr 'n Write | Ticket to Ride Legacy: Legends of the West | Furnace | Fantastic Factories | Sky Team | Point City | Ark Nova | Heat: Pedal to the Metal | Point Salad,1.00,auto,"Cascadia is a puzzly tile-laying and token-drafting game featuring the habitats and wildlife of the Pacific Northwest. In the game, you take turns building out your own terrain area and populating it with wildlife. You start with three hexagonal habitat tiles (with the five types of habitat in the game), and on a turn you choose a new habitat tile that's paired with a wildlife token, then place that tile next to your other ones and place the wildlife token on an appropriate habitat. (Each tile depicts 1-3 types of wildlife from the five types in the game, and you can place at most one token on"
169,Catan: Junior,Gateway Strategy,,125921,2585,6.57521,6.11344,1.4960629921259843,2012,2,4,4,2-4,6,5+,30,30,Klaus Teuber,Children's Game | Economic | Nautical | Pirates,Dice Rolling | Network and Route Building,Versions & Editions: Junior Versions of Grown-Up Games,Ticket to Ride: First Journey (U.S.) | Sequence for Kids | Sleeping Queens | Dragonwood | My First Castle Panic | Outfoxed! | Zingo! | Robot Turtles | Disney Eye Found It! | Hoot Owl Hoot! | Ghost Fightin' Treasure Hunters | Hi Ho! Cherry-O | Castle Panic | Santa Cookie Elf Candy Snowman | My Little Scythe | Richard Scarry's Busytown: Eye found it! Game | Bugs in the Kitchen | The Sneaky Snacky Squirrel Game | CoraQuest | Animal Upon Animal | The Quest Kids | Gnomes at Night | Dragonrealm | Monza | Yeti in My Spaghetti | Go Away Monster! | Outnumbered: Improbable Heroes | Kim-Joy's Magic Bakery,1.00,auto,"Explore the seas! Catan: Junior introduces a modified playing style of the classic Settlers of Catan, giving players as young as five a perfect introduction to the Catan series of games. Catan: Junior takes place on a ring of islands where 2 to 4 players build hideouts and encounter the mysterious Spooky Island, where the Ghost Captain lives. Each island generates a specific resource: wood, goats, molasses or swords, and players can acquire gold. Each player starts with two pirate hideouts on different islands, and they can use the resources they acquire to build ships, hideouts or get help fr"
170,Century: Spice Road,Gateway Strategy,,209685,384,7.29031,7.1043,1.798550724637681,2017,2,5,3-4,2-5,8,8+,30,45,Emerson Matsuuchi,Card Game | Economic | Medieval,"Action Retrieval | Auction: Dutch | Contracts | Deck, Bag, and Pool Building | End Game Bonuses | Hand Management | Increase Value of Unchosen Resources | Open Drafting | Set Collection | Variable Set-up",Theme: Silk Road,Imhotep | Splendor | Stone Age | Five Tribes: The Djinns of Naqala | Bärenpark | Jaipur | Hadara | Targi | The Castles of Burgundy | Patchwork | Point Salad | 7 Wonders Duel | Kingdomino | Gizmos | Welcome To... | Wingspan | Architects of the West Kingdom | Azul | Photosynthesis | Takenoko | Castles of Mad King Ludwig | Tiny Towns | Nidavellir | It's a Wonderful World | 7 Wonders | Downforce | Santorini | Orléans,1.00,auto,"Century: Spice Road is the first in a series of games that explores the history of each century with spice-trading as the theme for the first installment. In Century: Spice Road, players are caravan leaders who travel the famed silk road to deliver spices to the far reaches of the continent for fame and glory. Each turn, players perform one of four actions: Establish a trade route (by taking a market card) Make a trade or harvest spices (by playing a card from hand) Fulfill a demand (by meeting a victory point card's requirements and claiming it) Rest (by taking back into your hand all of the "
171,Ecosystem,Gateway Strategy,,271519,2148,7.04307,6.22161,1.6206896551724137,2019,2,6,4,2-6,10,8+,15,20,Matt Simpson,Animals | Card Game | Educational | Environmental,Closed Drafting | Pattern Building | Set Collection | Tile Placement,Animals: Bears | Animals: Bees | Animals: Birds | Animals: Deer / Antelope | Animals: Eagles | Animals: Fish / Fishes | Animals: Foxes | Animals: Insects | Animals: Rabbits / Hares | Animals: Wolves | Series: Science Games (Genius Games) | Theme: Biology | Theme: Ecology | Theme: Nature | Theme: Science,Ecosystem: Coral Reef | Ecosystem: Savanna | Odin's Ravens (Second Edition) | Imperial Miners | Hungry Monkey | Creature Comforts | Trails of Tucana | Calico | Mycelia | Pyramido | Walking in Burano | Power Plants | Point City | Kingdomino Origins | Llamaland | Azul: Stained Glass of Sintra | Canopy | Brew | Dream Home | Everdell | Cascadia | Meadow | Maple Valley | Azul: Queen's Garden | Witchstone | Terraforming Mars: The Dice Game | House of Cats | Cat Lady,1.00,auto,"Ecosystem is a card-drafting game in which players choose cards and place them into their play area turn by turn. The cards in a player's grid make up their own personal ecosystem, and at game's end, a player will have twenty cards in their ecosystem, with the game including eleven types of cards. Bears score by being placed next to bees and trout; trout score by being placed next to streams and dragonflies; and streams are compared at the end of the game, with the player who has the largest stream earning points. These are just a few examples of how scoring works in Ecosystem. Don't forget to"
172,Gizmos,Gateway Strategy,,246192,414,7.36265,7.074,2.056338028169014,2018,2,4,3,2-4,14,8+,40,50,Phil Walker-Harding,Card Game | Science Fiction,Action Queue | Contracts | Open Drafting | Race,,Welcome To... | Bärenpark | Space Base | It's a Wonderful World | Tiny Towns | Bunny Kingdom | Castles of Mad King Ludwig | Azul: Summer Pavilion | 7 Wonders: Architects | On Tour | Point Salad | Splendor Duel | Tokaido | Century: Spice Road | Hadara | The Guild of Merchant Explorers | Get on Board: New York & London | Azul | Kingdomino | Splendor | Patchwork | Potion Explosion | Aquatica | New York Zoo | Dice Hospital | Paint the Roses | Dice Forge | Cartographers,1.00,auto,"The smartest minds of our generation are gathering together at the Great Science Fair. Everyone's been working hard on their creations, but only one will be crowned champion. Contestants have to think on the fly to build their machines quickly and efficiently. Whose project will be the best? In Gizmos, you win the game by gaining victory points from building engines. And engines help you get things done faster. Whoever builds the greatest machine and collects the most victory points wins! At the beginning of the game, you have 4 actions: File : Put a card in the public to your Archive, allow y"
173,Herbaceous,Gateway Strategy,,195314,1194,6.98829,6.55099,1.2259887005649717,2017,1,4,4,1-4,8,6+,15,20,Eduardo Baraf | Steve Finn,Card Game | Print & Play,Push Your Luck | Set Collection | Solo / Solitaire Game,Crowdfunding: Kickstarter | Theme: Gardening | Theme: Nature | Versions & Editions: Travel Versions of Non-Travel Games,Floriferous | Sunset Over Water | The Castles of Burgundy: The Dice Game | Silver & Gold | Three Sisters | Fantastic Factories | Gingerbread House | Walking in Burano | Calico | Point City | Fleet: The Dice Game | Cat Lady | Metro X | Meadow | Canopy | Village Green | Juicy Fruits | The Isle of Cats: Explore & Draw | Spring Meadow | Glasgow | Super-Skill Pinball: 4-Cade | Joan of Arc: Orléans Draw & Write | Sagrada | Santa Monica | Coffee Roaster | Reef | Land vs Sea | Cottage Garden,1.00,auto,"In Herbaceous, herb collectors compete to grow and store the most valuable medley of herbs. Everyone starts with four containers, each of which allows a different grouping action: Group herbs of same type Group different types Group pairs Group any three types (same or different) On your turn, you draw a herb, then decide to either keep it in your personal collection or put in into the communal pile. If kept, the next card goes to the communal pile; if placed in the communal pile, the next card goes in your personal collection. At the start of your turn, you can decide to use a container. If s"
174,Imhotep,Gateway Strategy,,191862,618,7.12441,6.89815,2.016348773841962,2016,2,4,4,2-4,10,10+,40,40,Phil Walker-Harding,Ancient | Transportation,Area Majority / Influence | End Game Bonuses | Modular Board | Set Collection,Ancient: Egypt | Constructions: Pyramids | Occupation: Architect | Theme: Construction,Century: Spice Road | Targi | Stone Age | Bärenpark | Five Tribes: The Djinns of Naqala | Jaipur | Downforce | Lost Cities | Arboretum | Kingdom Builder | Alhambra | The Castles of Burgundy | Point Salad | Splendor | Hadara | Istanbul | Kingdomino | Finca | Tiny Towns | Photosynthesis | Patchwork | Santorini | Isle of Skye: From Chieftain to King | Gizmos | Space Base | Orléans | Azul | Dragon Castle,1.00,auto,"In Imhotep, the players become builders in Egypt who want to emulate the first and best-known architect there, namely Imhotep. Over six rounds, they move wooden stones by boat to create five seminal monuments, and on a turn, a player chooses one of four actions: Procure new stones, load stones on a boat, bring a boat to a monument, or play an action card. While this sounds easy, naturally the other players constantly thwart your building plans by carrying out plans of their own. Only those with the best timing — and the stones to back up their plans — will prove to be Egypt's best builder."
175,Incan Gold,Gateway Strategy,,15512,892,6.84798,6.7102,1.1141078838174274,2005,3,8,6-8,3-8,8,6+,20,40,Bruno Faidutti | Alan R. Moon,Bluffing | Card Game | Exploration,Move Through Deck | Push Your Luck | Simultaneous Action Selection,Country: Peru | Occupation: Adventurer / Explorer | Series: Bookshelf (Gryphon Games) | Theme: Archaeology / Paleontology,Lost Cities | For Sale | Jaipur | No Thanks! | Downforce | Take 5 | Point Salad | Azul | Santorini | Splendor | Hanabi | Patchwork | Just One | Love Letter | Kingdomino | King of Tokyo | Skull | Wandering Towers | Carcassonne | Coloretto | My City | Perudo | The Crew: The Quest for Planet Nine | Flip 7 | Quacks | Hanamikoji | Sushi Go Party! | Heat: Pedal to the Metal,1.00,auto,"Diamant — also published as Incan Gold — is a quick, fun, press-your-luck game. Players venture down mine shafts or explore paths in the jungle by turning up cards from a deck and evenly sharing the gems they find on the way, with any leftover gems being placed on the card. Before the next card is revealed, you have the chance to leave the mine and stash your holdings, including any gems you get on the way out. Why would you leave? Because the deck also contains hazards: scorpions, snakes, poison gas, explosions and rockfalls. When a particular hazard is revealed for the second time (e.g., a s"
176,Kingdomino,Gateway Strategy,,204583,330,7.28798,7.16963,1.2386081193040597,2016,2,4,"2, 4",2-4,8,6+,15,25,Bruno Cathala,Abstract Strategy | Medieval | Puzzle | Territory Building,Enclosure | Open Drafting | Tile Placement | Turn Order: Claim Action,Category: DIZED Tutorial | Series: Europe Collection (Blue Orange Games),Azul | Patchwork | Jaipur | Takenoko | Welcome To... | Splendor | 7 Wonders: Architects | Point Salad | Santorini | Bärenpark | King of Tokyo | Tiny Towns | Azul: Summer Pavilion | Potion Explosion | Bunny Kingdom | Dice Forge | Tokaido | 7 Wonders Duel | Splendor Duel | Century: Spice Road | Cartographers | Draftosaurus | Gizmos | Sushi Go! | Downforce | It's a Wonderful World | Love Letter | Photosynthesis,1.00,auto,"In Kingdomino, you are a lord seeking new lands in which to expand your kingdom. You must explore all the lands, including wheat fields, lakes, and mountains, in order to spot the best plots, while competing with other lords to acquire them first. The game uses tiles with two sections, similar to Dominoes. Each turn, each player will select a new domino to connect to their existing kingdom, making sure at least one of its sides connects to a matching terrain type already in play. The order of who picks first depends on which tile was previously chosen, with better tiles forcing players to pick"
177,Kingdomino Origins,Gateway Strategy,,340041,1134,7.45227,6.58303,1.9054054054054055,2021,2,4,"2, 4",2-4,8,8+,20,40,Bruno Cathala,Prehistoric | Puzzle | Territory Building,Enclosure | Open Drafting | Tile Placement | Turn Order: Claim Action,Animals: Mammoths | Animals: Prehistoric Non-Dinosaurs | Theme: Volcanoes,Azul: Stained Glass of Sintra | Queendomino | Sagrada | Cat Lady | Calico | Project L | Meadow | Reef | Kingdomino Duel | Azul: Queen's Garden | Trekking Through History | Cascadia | Point City | Santa Monica | First Rat | Takenoko | Creature Comforts | Point Salad | World Wonders | Quacks | Jamaica | Istanbul: The Dice Game | Bad Company | Orichalcum | Silver & Gold | Cubitos | Mariposas | Deep Sea Adventure,1.00,auto,"Go back in time to the prehistoric era of Kingdomino! Kingdomino Origins plays similarly to the original game, but introduces new components for additional actions and new ways to score points. Regions in your territory will earn you points if they contain fire. Fire is either part of your terrains or earned by adding dominoes with volcanoes. There are three game modes to play: The first one introduces fire and volcanoes; The second mode uses wooden resources; And the third one features cavemen tokens. You earn points by collecting resources, with additional points when you have the majority o"
178,Manhattan,Gateway Strategy,★,199,1641,6.73426,6.37761,1.9228915662650603,1994,2,4,4,3-4,10,8+,45,45,Andreas Seyfarth,City Building,Area Majority / Influence | Hand Management,"Cities: New York (New York, USA) | Occupation: Architect | Theme: Construction",Torres | Ingenious | Mamma Mia! | Niagara | The Rose King | Ave Caesar | Take it Easy! | Elfenland | Tikal | Kahuna | Thebes | Thurn and Taxis | What the Heck? | Las Vegas | Balloon Cup | Felicity: The Cat in the Sack | Fearsome Floors | Turn the Tide | Cartagena | Alhambra | Keltis | FITS | Manila | Tobago | Hare & Tortoise | Zooloretto | TransAmerica | That's Life!,1.00,auto,"In Manhattan, players construct a skyline of skyscrapers over several districts, or city blocks, of Manhattan Island. Ultimately, each player seeks to have built the tallest buildings in the most city blocks of the Island. Each turn, players will play a card that illustrates which part of a city block they may place a ""floor"" on a building. The placement card is unique for each player in that the section they may place in is relative to their seating at the table. The player who has placed the top most floor controls that building. Each round, scores are tallied based on control of each of the"
179,My City,Gateway Strategy,,295486,269,7.57886,7.2472,1.981549815498155,2020,2,4,4,2-4,10,8+,30,30,Reiner Knizia,City Building,Bingo | Catch the Leader | Grid Coverage | Legacy Game | Pattern Building | Scenario / Mission / Campaign Game | Tile Placement,Series: My City (Kosmos) | Theme: City,Patchwork | Azul | Wingspan | Jaipur | Targi | Cartographers | 7 Wonders Duel | Quacks | Point Salad | Lost Cities | Tiny Towns | Welcome To... | The Isle of Cats | Arboretum | PARKS | Cascadia | Kingdomino | Santorini | Bärenpark | Space Base | Planet Unknown | Hanamikoji | Heat: Pedal to the Metal | Splendor Duel | Azul: Summer Pavilion | Caper: Europe | The Crew: The Quest for Planet Nine | Just One,1.00,auto,"My City is a competitive legacy game in which you develop a city on your own playing board through the ages. The game consists of 24 episodes, beginning with the development of a city in its early preindustrial stages and progressing through industrialization. During each game, players customize their experience by adding elements to their personal boards and adding cards to the game. Players' choices and action made during one session of gameplay carry over into the next session, creating a personalized gaming experience. For players who do not want to experience My City as a legacy game, a d"
180,New York Slice,Gateway Strategy,★,208895,2108,6.66338,6.22993,1.4666666666666666,2017,2,6,4,3-6,8,8+,30,30,Jeffrey D. Allers,Party Game,"I Cut, You Choose | Once-Per-Game Abilities | Set Collection | Turn Order: Progressive",Containers: Pizza Boxes | Food & Drink: Pizza | Theme: Restaurant/Café,Sushi Roll | Raccoon Tycoon | Between Two Cities | Long Shot: The Dice Game | Silver & Gold | FUSE | Lanterns: The Harvest Festival | Bad Company | Dimension | Drop It | Planet | Tsuro | Illusion | Cubitos | Paperback | Downforce | Reef | Adventure Land | Duelosaur Island | Flip Ships | Skate Summer | NMBR 9 | Picture Perfect | Sagrada | Green Team Wins | Karuba | MonsDRAWsity | Foundations of Rome,1.00,auto,"You've just been given a shot at being the head chef at the prestigious New York Slice pizza parlor. Now you and your fellow pizza chef wannabes have to make the most amazing pizzas...one slice at a time! In New York Slice, each player slices pizzas into portions, giving their opponents first choice, while they take the leftovers. There are a dozen kinds of pizza to work with, from veggie to hawaiian to meat lover's, and each player decides if they want to eat or keep some of the slices, building the best collection of pizzas possible! Each time a player slices a pizza, there's a different spe"
